Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	NaS_1 Spectral Count	NaS_2 Spectral Count	NaS_3 Spectral Count	LMWPE_biofilm_1 Spectral Count	LMWPE_biofilm_2 Spectral Count	LMWPE_biofilm_3 Spectral Count	LMWPE_1 Spectral Count	LMWPE_2 Spectral Count	LMWPE_3 Spectral Count	NaS_1 Unique Spectral Count	NaS_2 Unique Spectral Count	NaS_3 Unique Spectral Count	LMWPE_biofilm_1 Unique Spectral Count	LMWPE_biofilm_2 Unique Spectral Count	LMWPE_biofilm_3 Unique Spectral Count	LMWPE_1 Unique Spectral Count	LMWPE_2 Unique Spectral Count	LMWPE_3 Unique Spectral Count	NaS_1 Total Spectral Count	NaS_2 Total Spectral Count	NaS_3 Total Spectral Count	LMWPE_biofilm_1 Total Spectral Count	LMWPE_biofilm_2 Total Spectral Count	LMWPE_biofilm_3 Total Spectral Count	LMWPE_1 Total Spectral Count	LMWPE_2 Total Spectral Count	LMWPE_3 Total Spectral Count	NaS_1 Intensity	NaS_2 Intensity	NaS_3 Intensity	LMWPE_biofilm_1 Intensity	LMWPE_biofilm_2 Intensity	LMWPE_biofilm_3 Intensity	LMWPE_1 Intensity	LMWPE_2 Intensity	LMWPE_3 Intensity	NaS_1 MaxLFQ Intensity	NaS_2 MaxLFQ Intensity	NaS_3 MaxLFQ Intensity	LMWPE_biofilm_1 MaxLFQ Intensity	LMWPE_biofilm_2 MaxLFQ Intensity	LMWPE_biofilm_3 MaxLFQ Intensity	LMWPE_1 MaxLFQ Intensity	LMWPE_2 MaxLFQ Intensity	LMWPE_3 MaxLFQ Intensity	Indistinguishable Proteins
AtRMS-02_contig_1_1040	AtRMS-02_contig_1_1040 rank: C; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54] (db=kegg)	AtRMS-02_contig_1_1040 rank: C; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54] (db=kegg)	NA	278	NA	NA	AtRMS-02_contig_1_1040 rank: C; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54] (db=kegg)	1	0.999	19	771	771	771	91	85	79	70	74	48	84	102	94	91	85	79	70	74	48	84	102	94	91	85	79	70	74	48	84	102	94	3857687.8	3674174.2	3713409.2	3423189.8	3448495	2126463.5	3727918.8	3888902.5	3796141.5	680128.1	665866.9	724309.7	580415	575212.44	457971.2	713514.06	730840	672848.4	NA
AtRMS-02_contig_1_1041	AtRMS-02_contig_1_1041 rank: C; adenosylhomocysteinase [EC:3.13.2.1] (db=kegg)	AtRMS-02_contig_1_1041 rank: C; adenosylhomocysteinase [EC:3.13.2.1] (db=kegg)	NA	460	NA	NA	AtRMS-02_contig_1_1041 rank: C; adenosylhomocysteinase [EC:3.13.2.1] (db=kegg)	1	0.999	34	1945	1945	1945	179	189	148	120	129	110	152	149	163	179	189	148	120	129	110	152	149	163	179	189	148	120	129	110	152	149	163	9372244	9792358	8452739	10300025	9950578	9255613	8894567	8554075	8731540	1189341.8	1100445.6	904474.44	1077636	1063742.6	1090382.1	1054345.8	972655	1009822.8	NA
AtRMS-02_contig_1_1042	AtRMS-02_contig_1_1042 rank: D; Peptidase C39 family [PF03412.21] (db=pfam)	AtRMS-02_contig_1_1042 rank: D; Peptidase C39 family [PF03412.21] (db=pfam)	NA	168	NA	NA	AtRMS-02_contig_1_1042 rank: D; Peptidase C39 family [PF03412.21] (db=pfam)	1	0.999	2	13	13	13	0	0	1	0	0	5	3	2	2	0	0	1	0	0	5	3	2	2	0	0	1	0	0	5	3	2	2	0	0	9868.567	0	0	122649.81	28605.887	24262.61	21621.785	0	0	0	0	0	0	0	0	0	NA
AtRMS-02_contig_1_1043	AtRMS-02_contig_1_1043 rank: C; uncharacterized protein (db=kegg)	AtRMS-02_contig_1_1043 rank: C; uncharacterized protein (db=kegg)	NA	170	NA	NA	AtRMS-02_contig_1_1043 rank: C; uncharacterized protein (db=kegg)	1	0.999	7	43	43	43	4	2	5	4	8	7	3	4	2	4	2	5	4	8	7	3	4	2	4	2	5	4	8	7	3	4	2	28806.207	43701.727	76061.04	81718.84	109053.984	124699.875	41362.793	55754.336	28125.582	23188.04	33065.58	29485.707	39429.945	37646.965	41425.574	27041.607	27206.932	21373.457	NA
AtRMS-02_contig_1_1044	AtRMS-02_contig_1_1044 rank: E	AtRMS-02_contig_1_1044 rank: E	NA	99	NA	NA	AtRMS-02_contig_1_1044 rank: E	1	0.999	5	67	67	67	6	6	3	6	6	6	13	15	6	6	6	3	6	6	6	13	15	6	6	6	3	6	6	6	13	15	6	67957.95	60022.125	70099.08	279999.44	2331047	222576.53	271813.3	320149.1	253902.92	59827.66	53172.586	60031.93	133022.52	144284.62	106434.72	183322.97	153284.06	127032.55	NA
AtRMS-02_contig_1_1045	AtRMS-02_contig_1_1045 rank: C; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44] (db=kegg)	AtRMS-02_contig_1_1045 rank: C; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44] (db=kegg)	NA	128	NA	NA	AtRMS-02_contig_1_1045 rank: C; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44] (db=kegg)	1	0.999	5	101	101	101	12	4	6	9	6	4	7	6	9	12	4	6	9	6	4	7	6	9	12	4	6	9	6	4	7	6	9	124349.305	129468.63	187770.42	159130.72	151638.27	65927.54	244169.38	264066.25	358779.5	54716.754	63805.254	80442.2	68214.664	84118.47	0	117931.66	138516.62	148856.19	NA
AtRMS-02_contig_1_1047	AtRMS-02_contig_1_1047 rank: C; lipoyl synthase [EC:2.8.1.8] (db=kegg)	AtRMS-02_contig_1_1047 rank: C; lipoyl synthase [EC:2.8.1.8] (db=kegg)	NA	337	NA	NA	AtRMS-02_contig_1_1047 rank: C; lipoyl synthase [EC:2.8.1.8] (db=kegg)	1	0.999	21	371	365	371	66	68	71	33	26	31	23	26	19	66	68	69	33	26	27	23	26	19	66	68	71	33	26	31	23	26	19	2828466.5	3720778.2	2345340.5	993179.75	1033444.9	1713152.5	587902.1	528078.6	551043.8	462394.28	538270.56	234088.58	329511.1	348729.62	296736.5	155241.6	194993.36	172628.94	NA
AtRMS-02_contig_1_1048	AtRMS-02_contig_1_1048 rank: C; NAD(P) transhydrogenase [EC:1.6.1.1] (db=kegg)	AtRMS-02_contig_1_1048 rank: C; NAD(P) transhydrogenase [EC:1.6.1.1] (db=kegg)	NA	471	NA	NA	AtRMS-02_contig_1_1048 rank: C; NAD(P) transhydrogenase [EC:1.6.1.1] (db=kegg)	1	0.999	34	1373	1373	1373	152	155	166	97	104	93	133	120	129	152	155	166	97	104	93	133	120	129	152	155	166	97	104	93	133	120	129	7131858	7754359.5	7625356.5	4164296.8	4070140	4715180.5	5600790	5285339	5214528.5	957199.56	1008551.6	1080641.5	515923.66	532887	569584.3	726796.94	661693.4	671241.8	NA
AtRMS-02_contig_1_1049	AtRMS-02_contig_1_1049 rank: D; Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF00903.31]; Glyoxalase-like domain [PF12681.13] (db=pfam)	AtRMS-02_contig_1_1049 rank: D; Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF00903.31]; Glyoxalase-like domain [PF12681.13] (db=pfam)	NA	141	NA	NA	AtRMS-02_contig_1_1049 rank: D; Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF00903.31]; Glyoxalase-like domain [PF12681.13] (db=pfam)	1	0.999	4	49	49	49	4	4	1	5	9	7	3	10	5	4	4	1	5	9	7	3	10	5	4	4	1	5	9	7	3	10	5	719500.4	756503.06	26357.19	325399.34	62238.484	90354.7	74063.15	663846.9	523786.47	0	208091.5	0	145310.66	159266.95	68751.7	126010.26	242692.95	132115.56	NA
AtRMS-02_contig_1_105	AtRMS-02_contig_1_105 rank: E	AtRMS-02_contig_1_105 rank: E	NA	37	NA	NA	AtRMS-02_contig_1_105 rank: E	0.9826	0.9989	1	8	8	8	1	1	0	0	0	0	1	1	2	1	1	0	0	0	0	1	1	2	1	1	0	0	0	0	1	1	2	92825.06	169311.25	0	0	0	0	12527.733	14423.633	53153.285	0	0	0	0	0	0	0	0	0	NA
AtRMS-02_contig_1_1052	AtRMS-02_contig_1_1052 rank: C; outer membrane protein (db=kegg)	AtRMS-02_contig_1_1052 rank: C; outer membrane protein (db=kegg)	NA	358	NA	NA	AtRMS-02_contig_1_1052 rank: C; outer membrane protein (db=kegg)	1	0.999	22	1294	1294	1294	4	0	1	114	84	102	41	36	36	4	0	1	114	84	102	41	36	36	4	0	1	114	84	102	41	36	36	19834.574	0	9727.264	9426281	7695414.5	7904818.5	992299.25	781686.2	799981.44	31801.3	0	0	1372526.6	1144446.5	986857.25	192788.88	166888.67	186538.7	NA
AtRMS-02_contig_1_1053	AtRMS-02_contig_1_1053 rank: C; methionyl aminopeptidase [EC:3.4.11.18] (db=kegg)	AtRMS-02_contig_1_1053 rank: C; methionyl aminopeptidase [EC:3.4.11.18] (db=kegg)	NA	275	NA	NA	AtRMS-02_contig_1_1053 rank: C; methionyl aminopeptidase [EC:3.4.11.18] (db=kegg)	1	0.999	21	461	461	461	54	45	49	40	40	64	40	50	57	54	45	49	40	40	64	40	50	57	54	45	49	40	40	64	40	50	57	2036787.6	2007553.4	1421341	2097107.6	2035120.1	2742588.2	1912548.2	2213402.2	1939640.6	474088.25	505629.88	353734.53	460016.4	430315.84	495290.75	462903.66	498482.9	431645.1	NA
AtRMS-02_contig_1_1054	AtRMS-02_contig_1_1054 rank: C; small subunit ribosomal protein S2 (db=kegg)	AtRMS-02_contig_1_1054 rank: C; small subunit ribosomal protein S2 (db=kegg)	NA	248	NA	NA	AtRMS-02_contig_1_1054 rank: C; small subunit ribosomal protein S2 (db=kegg)	1	0.999	18	1850	1850	1850	149	185	166	213	222	185	165	169	147	149	185	166	213	222	185	165	169	147	149	185	166	213	222	185	165	169	147	14370443	17680460	14032044	27107816	27444526	21806634	16214402	15439577	13363191	2462011.2	3113576.5	2227760.8	3964459.8	3819636.5	3477301.5	2402672.2	2194383	1979748	NA
AtRMS-02_contig_1_1055	AtRMS-02_contig_1_1055 rank: C; elongation factor Ts (db=kegg)	AtRMS-02_contig_1_1055 rank: C; elongation factor Ts (db=kegg)	NA	291	NA	NA	AtRMS-02_contig_1_1055 rank: C; elongation factor Ts (db=kegg)	1	0.999	36	4800	4800	4800	464	492	431	519	529	442	516	498	456	464	492	431	519	529	442	516	498	456	464	492	431	519	529	442	516	498	456	46593884	53142648	46728356	68274136	63766828	63559756	47499188	46385220	47903260	5318333	6054213	5752365.5	7150934	6761046.5	7456405.5	4998929	4915708	5159044.5	NA
AtRMS-02_contig_1_1056	AtRMS-02_contig_1_1056 rank: D; Protein of unknown function (DUF3465) [PF11948.15] (db=pfam)	AtRMS-02_contig_1_1056 rank: D; Protein of unknown function (DUF3465) [PF11948.15] (db=pfam)	NA	153	NA	NA	AtRMS-02_contig_1_1056 rank: D; Protein of unknown function (DUF3465) [PF11948.15] (db=pfam)	1	0.999	4	9	9	9	0	0	0	1	3	1	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	5879.61	9305.543	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
AtRMS-02_contig_1_1057	AtRMS-02_contig_1_1057 rank: D; TnsA-like endonuclease N terminal [PF08722.17]; TnsA endonuclease C terminal [PF08721.17] (db=pfam)	AtRMS-02_contig_1_1057 rank: D; TnsA-like endonuclease N terminal [PF08722.17]; TnsA endonuclease C terminal [PF08721.17] (db=pfam)	NA	269	NA	NA	AtRMS-02_contig_1_1057 rank: D; TnsA-like endonuclease N terminal [PF08722.17]; TnsA endonuclease C terminal [PF08721.17] (db=pfam)	1	0.999	8	47	0	47	6	8	5	8	6	5	2	3	4	0	0	0	0	0	0	0	0	0	6	8	5	8	6	5	2	3	4	71618.31	73358.59	87440.875	182041.2	108060.05	116462.3	27032.607	65488.844	62000.883	26697.35	26282.049	33605.336	69148.56	55510.047	57662.14	23403.879	35691.047	36736.938	AtRMS-02_contig_1_330
AtRMS-02_contig_1_1058	AtRMS-02_contig_1_1058 rank: C; putative transposase (db=kegg)	AtRMS-02_contig_1_1058 rank: C; putative transposase (db=kegg)	NA	696	NA	NA	AtRMS-02_contig_1_1058 rank: C; putative transposase (db=kegg)	1	0.999	32	265	0	265	30	31	39	26	33	26	22	31	27	0	0	0	0	0	0	0	0	0	30	31	39	26	33	26	22	31	27	452751.72	470903.16	595775	340855.7	387004.03	399473.97	434992.25	460584.03	488873.66	84672.36	91583.75	93889.016	78985.34	77564.87	78907.414	87786.36	90387.97	94558.055	AtRMS-02_contig_1_329
AtRMS-02_contig_1_1059	AtRMS-02_contig_1_1059 rank: D; Bacterial TniB protein [PF05621.17]; AAA domain [PF13401.12] (db=pfam)	AtRMS-02_contig_1_1059 rank: D; Bacterial TniB protein [PF05621.17]; AAA domain [PF13401.12] (db=pfam)	NA	549	NA	NA	AtRMS-02_contig_1_1059 rank: D; Bacterial TniB protein [PF05621.17]; AAA domain [PF13401.12] (db=pfam)	1	0.999	17	119	0	119	13	9	23	12	18	15	8	7	13	0	0	0	0	0	0	0	0	0	13	9	23	12	18	15	8	7	13	158191.2	166319.97	204048.42	102112.22	142432.86	125211.58	73837.695	93370.9	98790.914	29954.117	37446.82	35357.336	27203.95	29641.049	26429.455	25570.04	27164.762	19783.117	AtRMS-02_contig_1_328
AtRMS-02_contig_1_106	AtRMS-02_contig_1_106 rank: D; Ribbon-helix-helix protein [PF19839.5] (db=pfam)	AtRMS-02_contig_1_106 rank: D; Ribbon-helix-helix protein [PF19839.5] (db=pfam)	NA	59	NA	NA	AtRMS-02_contig_1_106 rank: D; Ribbon-helix-helix protein [PF19839.5] (db=pfam)	0.9992	0.999	2	14	14	14	4	3	2	0	0	0	2	1	2	4	3	2	0	0	0	2	1	2	4	3	2	0	0	0	2	1	2	61906.203	69403.44	67074.14	0	0	0	69360.305	12097.823	55072.242	52940.668	55893.168	0	0	0	0	55280.426	0	39695.492	NA
AtRMS-02_contig_1_1060	AtRMS-02_contig_1_1060 rank: D; Tn7-like transposition protein D [PF15978.11]; TniQ [PF06527.16] (db=pfam)	AtRMS-02_contig_1_1060 rank: D; Tn7-like transposition protein D [PF15978.11]; TniQ [PF06527.16] (db=pfam)	NA	509	NA	NA	AtRMS-02_contig_1_1060 rank: D; Tn7-like transposition protein D [PF15978.11]; TniQ [PF06527.16] (db=pfam)	1	0.999	18	114	0	114	8	9	17	7	9	17	20	9	15	0	0	0	0	0	0	0	0	0	8	9	17	7	9	17	20	9	15	204722.38	135953.64	193133.66	165836.56	310684.78	309800.75	398875.75	387105.88	343272.88	170086.28	201910.75	213423.14	89529.484	89656.64	107407.06	155835.81	158580.03	151264.69	AtRMS-02_contig_1_327
AtRMS-02_contig_1_1062	AtRMS-02_contig_1_1062 rank: C; transposase (db=kegg)	AtRMS-02_contig_1_1062 rank: C; transposase (db=kegg)	NA	127	NA	NA	AtRMS-02_contig_1_1062 rank: C; transposase (db=kegg)	0.9778	0.999	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4261.848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AtRMS-02_contig_1_1072, AtRMS-02_contig_1_2106, AtRMS-02_contig_1_325, AtRMS-02_contig_2_56
AtRMS-02_contig_1_1064	AtRMS-02_contig_1_1064 rank: D; Transposase IS66 family [PF03050.20]; IS66 C-terminal element [PF13817.11]; zinc-finger binding domain of transposase IS66 [PF13005.12] (db=pfam)	AtRMS-02_contig_1_1064 rank: D; Transposase IS66 family [PF03050.20]; IS66 C-terminal element [PF13817.11]; zinc-finger binding domain of transposase IS66 [PF13005.12] (db=pfam)	NA	541	NA	NA	AtRMS-02_contig_1_1064 rank: D; Transposase IS66 family [PF03050.20]; IS66 C-terminal element [PF13817.11]; zinc-finger binding domain of transposase IS66 [PF13005.12] (db=pfam)	1	0.999	25	285	0	285	32	27	34	25	16	29	36	48	37	0	0	0	0	0	0	0	0	0	32	27	34	25	16	29	36	48	37	452535.2	523389.9	479226.34	347526.72	354626.56	383041.22	514268.47	517174.5	473086.94	68837.055	73281.37	67482.65	59619.098	59390.508	53437.32	68209.44	72201.64	72227.266	AtRMS-02_contig_1_2104, AtRMS-02_contig_1_323
AtRMS-02_contig_1_1067	AtRMS-02_contig_1_1067 rank: E	AtRMS-02_contig_1_1067 rank: E	NA	126	NA	NA	AtRMS-02_contig_1_1067 rank: E	1	0.999	9	87	0	87	8	10	11	8	11	10	4	5	10	0	0	0	0	0	0	0	0	0	8	10	11	8	11	10	4	5	10	87129.13	105897.22	122697.98	161898.84	180798.86	183581.94	136512.08	82793.97	129263.625	40799.27	41848.63	35314.863	50970.086	37698.273	58209.324	50665.19	50573.867	45306.133	AtRMS-02_contig_1_320
AtRMS-02_contig_1_1068	AtRMS-02_contig_1_1068 rank: E	AtRMS-02_contig_1_1068 rank: E	NA	265	NA	NA	AtRMS-02_contig_1_1068 rank: E	1	0.999	15	179	0	179	18	11	23	15	12	20	22	25	15	0	0	0	0	0	0	0	0	0	18	11	23	15	12	20	22	25	15	247885.19	200619.06	277338.28	375981.25	394902.7	409682.94	386021.25	365973.22	207751.34	58728.22	62691.83	81433.97	71282.695	71045.8	62427.09	53785.09	58778.4	63184.977	AtRMS-02_contig_1_319
AtRMS-02_contig_1_1069	AtRMS-02_contig_1_1069 rank: D; DEAD/DEAH box helicase [PF00270.35]; Helicase conserved C-terminal domain [PF00271.37]; Type III restriction enzyme, res subunit [PF04851.21] (db=pfam)	AtRMS-02_contig_1_1069 rank: D; DEAD/DEAH box helicase [PF00270.35]; Helicase conserved C-terminal domain [PF00271.37]; Type III restriction enzyme, res subunit [PF04851.21] (db=pfam)	NA	1059	NA	NA	AtRMS-02_contig_1_1069 rank: D; DEAD/DEAH box helicase [PF00270.35]; Helicase conserved C-terminal domain [PF00271.37]; Type III restriction enzyme, res subunit [PF04851.21] (db=pfam)	1	0.999	57	1166	0	1166	123	110	78	120	104	103	145	143	137	0	0	0	0	0	0	0	0	0	123	110	78	120	104	103	145	143	137	2424533	2161788	1665648.4	2303092.8	2320895.5	2279609.2	2886324.5	2902726.2	2479061.2	183888.1	185720.36	178460.39	150444.36	151683.64	144792.73	221545.11	228033.53	205057.9	AtRMS-02_contig_1_318
AtRMS-02_contig_1_107	AtRMS-02_contig_1_107 rank: C; isochorismate pyruvate lyase [EC:4.2.99.21] (db=kegg)	AtRMS-02_contig_1_107 rank: C; isochorismate pyruvate lyase [EC:4.2.99.21] (db=kegg)	NA	95	NA	NA	AtRMS-02_contig_1_107 rank: C; isochorismate pyruvate lyase [EC:4.2.99.21] (db=kegg)	1	0.999	7	43	43	43	2	4	8	5	8	15	0	1	0	2	4	8	5	8	15	0	1	0	2	4	8	5	8	15	0	1	0	26353.744	43005.266	75089.84	133504.16	119352.445	196461.73	0	20828.92	0	20100.5	22596.482	30777.717	65316.58	57835.758	63289.492	0	0	0	NA
AtRMS-02_contig_1_1070	AtRMS-02_contig_1_1070 rank: E	AtRMS-02_contig_1_1070 rank: E	NA	237	NA	NA	AtRMS-02_contig_1_1070 rank: E	1	0.999	3	5	0	5	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	19948.693	11664.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AtRMS-02_contig_1_317
AtRMS-02_contig_1_1074	AtRMS-02_contig_1_1074 rank: D; Transposase IS66 family [PF03050.20]; IS66 C-terminal element [PF13817.11]; zinc-finger binding domain of transposase IS66 [PF13005.12] (db=pfam)	AtRMS-02_contig_1_1074 rank: D; Transposase IS66 family [PF03050.20]; IS66 C-terminal element [PF13817.11]; zinc-finger binding domain of transposase IS66 [PF13005.12] (db=pfam)	NA	534	NA	NA	AtRMS-02_contig_1_1074 rank: D; Transposase IS66 family [PF03050.20]; IS66 C-terminal element [PF13817.11]; zinc-finger binding domain of transposase IS66 [PF13005.12] (db=pfam)	0.4889	0.999	21	2	0	238	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	32	24	33	15	10	19	29	42	34	0	0	23763.682	0	0	0	0	0	21542.79	0	0	0	0	0	0	0	0	0	NA
AtRMS-02_contig_1_1076	AtRMS-02_contig_1_1076 rank: C; peptidoglycan lytic transglycosylase [EC:4.2.2.29] (db=kegg)	AtRMS-02_contig_1_1076 rank: C; peptidoglycan lytic transglycosylase [EC:4.2.2.29] (db=kegg)	NA	202	NA	NA	AtRMS-02_contig_1_1076 rank: C; peptidoglycan lytic transglycosylase [EC:4.2.2.29] (db=kegg)	1	0.999	16	368	368	368	8	9	7	14	14	18	0	0	0	8	9	7	14	14	18	0	0	0	8	9	7	14	14	18	0	0	0	114115.57	102546.26	154926	485261.2	662576.75	519609.78	0	0	0	66038.48	57558.266	89230.516	212220.94	215344.69	197973.94	0	0	0	NA
AtRMS-02_contig_1_1077	AtRMS-02_contig_1_1077 rank: C; peptidoglycan lytic transglycosylase B [EC:4.2.2.29] (db=kegg)	AtRMS-02_contig_1_1077 rank: C; peptidoglycan lytic transglycosylase B [EC:4.2.2.29] (db=kegg)	NA	333	NA	NA	AtRMS-02_contig_1_1077 rank: C; peptidoglycan lytic transglycosylase B [EC:4.2.2.29] (db=kegg)	1	0.999	19	763	763	763	60	48	50	55	40	58	51	52	51	60	48	50	55	40	58	51	52	51	60	48	50	55	40	58	51	52	51	2347385.8	2571483.2	2598757.5	2876614.8	2820686.8	3032547.2	2328621.2	2830930	2721261.5	435144.1	450419.72	493841.53	694054.25	684798.1	673415.2	574943.25	604716.4	616939.25	NA
AtRMS-02_contig_1_1078	AtRMS-02_contig_1_1078 rank: E	AtRMS-02_contig_1_1078 rank: E	NA	216	NA	NA	AtRMS-02_contig_1_1078 rank: E	1	0.999	22	515	515	515	42	44	36	64	62	49	52	46	51	42	44	36	64	62	49	52	46	51	42	44	36	64	62	49	52	46	51	1799493.6	2297422.8	1682710.9	6308903	5917287	4388576.5	1937255.2	2199668	2179817.8	626708.44	744188.8	633208.06	1662266.9	1493151.4	1373996.8	753583.4	851539.25	708801.3	NA
AtRMS-02_contig_1_1079	AtRMS-02_contig_1_1079 rank: C; 7-cyano-7-deazaguanine reductase [EC:1.7.1.13] (db=kegg)	AtRMS-02_contig_1_1079 rank: C; 7-cyano-7-deazaguanine reductase [EC:1.7.1.13] (db=kegg)	NA	271	NA	NA	AtRMS-02_contig_1_1079 rank: C; 7-cyano-7-deazaguanine reductase [EC:1.7.1.13] (db=kegg)	1	0.999	14	321	321	321	41	50	26	24	26	19	29	32	39	41	50	26	24	26	19	29	32	39	41	50	26	24	26	19	29	32	39	918868.2	946259.4	988213.25	754915.9	856582.06	672903	955934.25	1013474.44	1025710.9	218181.4	190633.2	242076.58	156987.53	176712.38	172067.39	209679.53	214711.03	208337.31	NA
AtRMS-02_contig_1_108	AtRMS-02_contig_1_108 rank: E	AtRMS-02_contig_1_108 rank: E	NA	439	NA	NA	AtRMS-02_contig_1_108 rank: E	1	0.999	25	386	386	386	39	44	46	32	36	33	45	52	52	39	44	46	32	36	33	45	52	52	39	44	46	32	36	33	45	52	52	1913877	2232333	1652508.9	735677.94	1715955.1	879735.25	1362731.6	1401904.8	1365088.2	421362.88	457641.75	542071.3	423371.47	528978.44	470621.22	427581.66	482385.22	499346.7	NA
AtRMS-02_contig_1_1081	AtRMS-02_contig_1_1081 rank: C; ABC-2 type transport system ATP-binding protein (db=kegg)	AtRMS-02_contig_1_1081 rank: C; ABC-2 type transport system ATP-binding protein (db=kegg)	NA	311	NA	NA	AtRMS-02_contig_1_1081 rank: C; ABC-2 type transport system ATP-binding protein (db=kegg)	1	0.999	18	296	296	296	26	20	18	29	27	25	39	45	35	26	20	18	29	27	25	39	45	35	26	20	18	29	27	25	39	45	35	404287.9	393542.84	374459.22	828061.06	759027.2	909252.6	778243.4	803081.56	716353.5	76267.445	76445.69	69327.96	109830.484	104053.75	147136.39	123285.06	129418.06	117911.516	NA
AtRMS-02_contig_1_1082	AtRMS-02_contig_1_1082 rank: E	AtRMS-02_contig_1_1082 rank: E	NA	65	NA	NA	AtRMS-02_contig_1_1082 rank: E	0.9778	0.999	1	4	4	4	1	2	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	26009.93	41637.24	28763.574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
AtRMS-02_contig_1_1083	AtRMS-02_contig_1_1083 rank: E	AtRMS-02_contig_1_1083 rank: E	NA	72	NA	NA	AtRMS-02_contig_1_1083 rank: E	1	0.999	4	72	72	72	4	6	2	8	10	7	11	12	12	4	6	2	8	10	7	11	12	12	4	6	2	8	10	7	11	12	12	50913.344	85269.625	11977.291	453255.75	569187.44	324795.06	408405.53	381916.2	328764.3	34779.125	56787.23	0	237382.17	293836.4	155720.19	190845.44	163239.56	145418.81	NA
AtRMS-02_contig_1_1086	AtRMS-02_contig_1_1086 rank: C; exodeoxyribonuclease X [EC:3.1.11.-] (db=kegg)	AtRMS-02_contig_1_1086 rank: C; exodeoxyribonuclease X [EC:3.1.11.-] (db=kegg)	NA	239	NA	NA	AtRMS-02_contig_1_1086 rank: C; exodeoxyribonuclease X [EC:3.1.11.-] (db=kegg)	1	0.999	6	75	75	75	10	7	8	8	8	6	11	8	6	10	7	8	8	8	6	11	8	6	10	7	8	8	8	6	11	8	6	338981.25	396270.25	342655.88	267430.7	306054.8	310913.94	347671.3	309246.66	214432.19	150025.81	160289.45	164901.23	141353.12	175756.56	163718.75	142217.33	144974.52	129688.4	NA
AtRMS-02_contig_1_1089	AtRMS-02_contig_1_1089 rank: C; glycine hydroxymethyltransferase [EC:2.1.2.1] (db=kegg)	AtRMS-02_contig_1_1089 rank: C; glycine hydroxymethyltransferase [EC:2.1.2.1] (db=kegg)	NA	417	NA	NA	AtRMS-02_contig_1_1089 rank: C; glycine hydroxymethyltransferase [EC:2.1.2.1] (db=kegg)	1	0.999	38	2420	2420	2420	175	200	171	157	165	174	211	213	166	175	200	171	157	165	174	211	213	166	175	200	171	157	165	174	211	213	166	11601106	13110118	10574091	16091633	18245222	15058600	12539801	12284212	12961736	1451253.6	1483870.1	1223126.4	1873207.5	1869443.9	1923363.1	1534786.5	1449711.5	1581291.8	NA
AtRMS-02_contig_1_109	AtRMS-02_contig_1_109 rank: C; dihydroxy-acid dehydratase [EC:4.2.1.9] (db=kegg)	AtRMS-02_contig_1_109 rank: C; dihydroxy-acid dehydratase [EC:4.2.1.9] (db=kegg)	NA	561	NA	NA	AtRMS-02_contig_1_109 rank: C; dihydroxy-acid dehydratase [EC:4.2.1.9] (db=kegg)	1	0.999	43	2400	2400	2400	290	270	241	171	171	161	266	248	255	290	270	241	171	171	161	266	248	255	290	270	241	171	171	161	266	248	255	13088463	13481501	12531009	9902607	10011990	9610288	12172663	11601859	12458546	1199905.6	1187676.5	1028789.8	809216.94	853712.75	747277.94	1002361.06	934990.75	1024474.5	NA
